,Puan,Yorum
21513,1.0,Sabahattin Ali'nin kaleminin kalitesi
21514,1.0,Alıp sizi başka bir dünyaya götürecek. Seveceksiniz
21515,1.0,Çok güzel bir kitap cidden tavsiye ederim !!!!!
21516,1.0,Ürün güzel paketlenmiş
21517,1.0,Ürün elime ertesi gün ulaştı.Teslimat hızlıürün zaten mükemmel.İrtifa sabitleme
21518,1.0,İşten eve kafam dalgın yorgun gelsem okumadan edemediğim
21519,1.0,Kendini anlamanin yolu kendini tanimadan gevrr. 
21520,1.0,Paketleme çok itinalı yapılmış teşekkür ederim
21521,1.0,Kaliteli oyuncak gibi değil. Hepsiburada ya teşekkürler
21522,1.0,Mükemmel kendini bulabileceğiniz en doğru kitap
21523,1.0,Gerçekten iyi
21524,1.0,Çocuk gelişiminde oldukça faydalı ve dikkat becerisini geliştiriyor.
21525,0.0,Kitap diye aldım ama iki satır bişey yazılmış. Bu kitapla çocuğunuzu uyutacağınızı düşünüyorsunuz ama hayal kırıklığı yaşayacaksınız. Bir tek resimler güzel çocuğun dikkatini çekiyor.
21526,1.0,Hikaye çok güzel kaç kere okuduk.
21527,1.0,Kısacası mükkemmel bir kitap. Ben Olasılıksızı okuduktan sonra ilk işim Empati kitabınıda satın almak oldu. Ve 2 gündür okumaya başladım ve 312. sayfaya vardım: Bunu şunun için söyledim çok sürükleyici her iki kitapta. Evet bilim fizik ve matematiği sevmeyenler için bazı bölümler sıkıcı ve durağın gelebilir ancak gerçek hayattaki isimleri kurguya güzel ekliyor. Bize bir roman tadını yaşatırken değerli bilgileride veriyor. Bu açıdan bence ikiside oldukça kaliteli kitaplar. Ve hepsiburada.com kalitesiyle en kısa sürede elinizde olması ve fiyatıda cabası...
21528,1.0,Popüler bir dil ama sağlam bir teori...
21529,0.0,kötü gitar
21530,1.0,Bu kitabı arkadaşımın tavsiyesi üzerine ödünç alıp okumuştum. Çocuklarımızla iletişimi kuvvetlendirmek ve sorunlara çözüm bulmada yönlendiri bir kitap. En azından karamsarlığa kapılmıyorsunuz iyi bir anne-baba olmak konusunda.
21531,1.0,memnun oldum.
21532,1.0,Güzel bir ürün. Resimli sözlük gibi. Küçükler için ilgi çekici ve eğlenceli
21533,1.0,sorunsuz şekilde sağlam aldım
21534,1.0,Çok araştırdım bu kalitede bir darbukayı bu fiyata bulamazsınız. 
21535,1.0,zevkle okudum
21536,1.0,Kitabı beğendim. Ama diğer kitaplarda olduğu gibi daha çok sorunu giderme yöntemi değil de mevcut durumun nedenini ve ilgili durumun sebep olabileceği sorunları anlatıyor.
21537,1.0,Diğer çocuk eğitimi kitapları gibi ana baba olmak bir sanattır
21538,1.0,Süperrr
21539,1.0,Güzel kitap tavsiye ediyorum mutlaka okuyun
21540,1.0,bugün kargom ulaştı kitabı yarıladım bile sürükleyici ve her sayfasında merak uyandıran bi kitap tavsiye ederim
21541,1.0,Ürün güzel .Tedarikçi firmaya hediye tezeneler için teşekkürler.
21542,1.0,Tüm kategoriler ile sınav çeşitlemesini yaralı buldum. 
21543,1.0,siparişim çok hızlı bir şekilde elime sorunsuz olarak ulaştı.ürün gayet iyi ses çıkışı güzel kalitesi belli oluyor.Hepsi burada ailesine hizmetleri için tşk ederim.her daim sizlerleyim...
21544,1.0,Dört yaşındaki oğlum için aldım. Onunda benimde çok hoşuma gitti
21545,1.0,Beklediğimden bir gün önce geldi. Teşekkürler Hepsiburada.
21546,0.0,Tamamen ticari kaygı ile oluşturulmuş
21547,1.0,Yine her Zamanki gibi muhteşem bir olay kurgusu. 
21548,1.0,Bu kitabın faydalı olduğunu duymuştum ve indirimden faydandım. Gayet memnumum hızlı geldi ve gayet güzel. &#128077
21549,1.0,Ürün güzel. İndirimdeyken aldım. İndirimli fiyatına göre gayet iyi. Kalın
21550,1.0,Amin maaloufu tavsiye üzerine aldım ve okudum.Yazar o adar akıcı yazıyor ki kitap bitecek diye üzülüyorsunuz.Okumayanlar kesinlikle okumalı.Yazarın bütün kitapları birer şaheser.Bir an önce sipariş edin bence.Beğeneceğinizi %100 garanti ederim.
21551,1.0,çok iyi dj midi controller ??
21552,1.0,Satıcı firma ve Hepsiburadaya teşekkürler.Tavsiye üzerine aldım.Oğlum soru kalitesinden memnun kaldı.
21553,1.0,ilk sayfadan itibaren altini çizerek okuyorum.oyke güzel oyle akıcı kii Teşekküler Esra Ezmeci..Keske yüzyüze de tanisabilsem sizinle anlatsam kendimi&#128557
21554,1.0,üstündeki harfler koyu siyah değil ama onun dışında fiyatına göre gayet iyi keyifli oyun
21555,0.0,Kitap başlarda çok güzeldi ama ortalarda çok küfür var.
21556,1.0,Harika bir kitaptı
21557,1.0,Haftada bir kargonun geldiği bir yerde öğretmenlik yapıyorum genelde kargolarım çok geç gelir kitabım hemen elime ulaştı teşekkür ederim ??
21558,1.0,Merhaba ürünü cuma indiriminde sipariş verdim pazartesi elime ulaştı
21559,1.0,Olay kurgusu olarak kesinlikle mükemmel. Hikaye kısmına gelince bir sonraki sayfada ne olacağını merak ettiren bir kitap.
21560,1.0,Ürün kartlarının cevaplı olması güzel. İyi düşünülmüş..
21561,1.0,İyi ürün hızlı teslimat
21562,1.0,Yeni piano derslerine başlayan oğlumun pratik yapması için alındı. Çok memnunuz
21563,1.0,Hikaye kurgusu ve kitap görsel içeriği çok iyi. Fiyatı ise emsallerine göre oldukça makul.
21564,1.0,2 günde teslim edildi
21565,1.0,2 yas civari cocugu olan herkes alip okumali mutlaka
21566,1.0,Çok iyi kurgu. Ülke gerçeklerimiz.Öneririm. Elif Şafağı özlemişiz.
21567,1.0,3 yaşındaki kızım için almıştım
21568,1.0,Mukemmel
21569,1.0,Kitap süper bayıldım 
21570,0.0,Ürünün fiyatı düşük olduğu için kalltesi de düşük.. Az fark ödeyerek daha iyi bir ürün almanızı tavsiye ederim. Ayrıca çantası yok.
21571,1.0,Harika kitaplar böyle setlerin devamının gelmesi dileğiyle. Hepsiburada ekibine teşekkürler.
21572,1.0,Çocuk gelişimi ile alakalı okuduğum en iyi 
21573,1.0,kalitesi ve içeriği güzel fiyat da süper..
21574,1.0,Çok güzel bi boyama kitabı insanı rahatlatıyor tavsiye ederim
21575,1.0,Fiyata göre gayet iyi bence 
21576,1.0,Atatürk tavsiye etmiş daha ne duruyorsunuz? 
21577,1.0,Gercekten sürükleyici bir roman kısa sürede okudumbence sinan akyüzün en iyi romanlarından biri tavsiye ederim hepsi buradayada teşekkürler cok kısa sürede elimde oldu
21578,1.0,Soft ve yüksek ses alabildiğimiz bu üründe pikaplarımızı kusursuz ve huzurlu dinlemenin keyfi için teşekkürler Hepsiburada
21579,1.0,güzel
21580,1.0,PTT kargo teslimatı geciktiriyor. Kapıya kağıt bırakıp gidiyor
21581,1.0,Oğlum çok.keyifle okudu
21582,1.0, kargo vs herşey mükemmeldi yanındaki pena hediyesi çok mutlu etti teşekkürler eminim tekrarı olucaktır
21583,1.0,Ürünüm hızlı ve iyi paketlenmiş geldi. Teşekkürler.
21584,1.0,İlgili bir satıcı.Teyit ve renk seçenekleri için aradı.Memnun kaldık. Tavsiye ederim.
21585,1.0,Cok begendim tavsiye ederim paketlemede cok basarili 
21586,1.0,güncel hayatta kullanılacakherkesin kullanacu-ağı bilgiler var.okurken not aldım zaman zaman açıp okuyorum
21587,1.0,Hediyeler için teşekkür ediyorum. 
21588,1.0,Kısa sürede elime ulaştı. 2
21589,1.0,Ahmet Ümit klasiği polisiye sevenler hiç sıkılmadan okuyabillirler
21590,1.0,Süper sağlam ve iş görüyor
21591,1.0,Kağıt kalitesi güzel ve kızım çok beğendi.
21592,1.0,Çok güzel kitaplar büyük resimler çok güzel bebeğimin dikkatini çekiyor
21593,1.0,Akıcı
21594,1.0,Masanın üstünde dizmeye başladığımız puzzle artık
21595,1.0,Almayı düşündüğüm kitaptı homo sapiens kadar beğenmedim 
21596,1.0,Ahşap görüntüsü itibariyle şık bir pikap. Ses yüksekliği iyi. 3 türde plak çalabiliyor. Başlangıç seviyesi için ideal bir plak. Tavsiye ediyorum.
21597,1.0,Güzel. 
21598,1.0,Fiyatı gereği kaliteli bir tel beklemeyin ama iş görüyor.
21599,1.0,Kurgusu
21600,1.0,müthiş güzel
21601,1.0,Epeydir peşindeydim bu hikaye kitabının
21602,0.0,Bebeğim için güzel bir ürün
21603,1.0,2.5 yaşındaki kızımla eğlenerek yaptık etkinlikleri.
21604,1.0,Güzel bir kitap: tavşancık ve onun annesi gece hayvanları bakmak gittiler
21605,1.0,Plastik parçaları birbirine tutturmaya yarayan bazı pimler kırıktı. Yapıştırıcıyla çözülebilir fakat kırık şekilde ambalajlanıp satış yerlerine verilmiş olması yakışmamış Redka'ya.
21606,1.0,Çocuklar bayıldı kaliteli tavsiye ederim
21607,1.0,Bu kitabın sinemasını da yaklaşık 1-1.5 ay önce izlemiştim. Almayı düşünüyorum. Filmi gibi inşallah buda kalitelidir. Şimdiden teşekkürler HepsiBurada.com
21608,1.0,Ürük güzel ama taşlarını üst üste koymak biraz zor onun dışında gayet güzel sağlam bir oyun
21609,1.0,Sandık resimde büyükmüş gibi gözüküyor ama tam olarak 5 kitabın sığabileceği büyüklükte.Tek sıkıntı kargomun yavaş olmasıydı....Onun dışında bir sıkıntı yoktu. Kitaplar sağlam.Yırtık ya da baskıda bir hata görmedim henüz...Kutusu çok hoş bu arada : Bu seriyi daha önce de okumuştum.Güzel seri : Kitaplığımda olmasını istediğim için aldım.Öneririm.
21610,1.0,okumaya devam ediyorum. güzel
21611,1.0,2 günde elime geçti.kaliteli kağıda basılmış.2 set halinde.oğlum çok beğendi ve severek çözüyor bulmacaları. 2.sınıf öğrencileri için hem eğlenceli hemde geliştiren bir set.tavsiye ederim.
21612,1.0,Ağzına yüreğine sağlık çok güzel bir albüm olmuş
21613,1.0,Bu fiyata bu kalite tabi bir de hepsiburada farkı hiç tartışılmaz 
21614,1.0,mükemmel bide akıllı kitap olunca insanın çözesi geliyor
21615,1.0,bence bir çok sağlık sorunumuzu çözmemiz de yardımcı olabilecek fikirlere sahim sadece bir sindirim sistemi yada bir sakızın maddelerini okuyabilsek o bile yeter başucunuzdan eksik etmeyin. 
21616,1.0,her şey mükemmel
21617,1.0,daha iyisi yada daha pahalısına ihtiyaç hissettirmeyecek gayet başarılı bir ürün
21618,1.0,fiyatına göre kaliteli ve kolay algılanabilecek şekilde tasarlanmış fakat ben 2 yaşındaki bebeğim için aldım pek başarılı olmadı sanırım 3 veya 4 yaş için daha ideal olacaktir
21619,1.0,Hızlı gönderi. Mükemmel ALES rehberi
21620,1.0,güzel bir gitar fiyatıda hayli uygun yeni başlayan arkadaşra tavsiye ederim öğrenciler için mükemmel diyebilirim.
21621,1.0,bazıları kitap için sanatsal değil diyor ama bakmayım bunları yazanlarında akılsal olduğu söylenemez. bir kitap düşünün konu gerçek belgelere dayanıyor ve sonuna kadar kurgu hiç iç içe girmiyor bunu ancak bir deha yapabilir işte Dan Brown bunu başarmış okuyun ama mutlaka okuyun.
21622,1.0,Uzun süre araştırdıktan sonra fiyat performans açısından en iyi olduğunu düşündüğüm bu ürünü kendi internet sitelerinden aldım. Kısa sürede elime ulaştı
21623,1.0,beklediğim gibi sorunsuz..
21624,1.0,Sorunsuz ve çabuk geldi. Kıtanın basımında eksik sayfa olmasından endişe etmiştim hiçbir sorun yok.
21625,0.0,Yaban Romanı Cumhuriyet Döneminde Kurtuluş Savaşının kazanılmasında önemli rol oynayan köylüleri
21626,1.0,Very good producto
21627,1.0,Hediye için teşekkürler
21628,0.0,ilk 3 seriyi aldım. kesinlikle tavsiye ederim. ama bu 4.set berbat.bir kitaba 3 hikaye sığdırılmış konu hemen bittiği için çocugun anlaması imkansızlaşıyor. konu bazen lak diye bitiyor.
21629,1.0,Biraz geç geldi ama.teşekkür ederim kalite olarak çok iyi.
21630,1.0,Bu kitabı Türkiye'de herkes okumalı. Iyi kitap nasıl olur
21631,1.0,yeterli
21632,1.0,hızlı gönderi kaliteli güzel bir ürün.
21633,1.0,Fiyat uygun ürünle ilgili sorun yok. PTT Kargo zamanında teslim etmedi
21634,0.0,bana ikimize anlat kitabına bayıldım ve diğer iki kitabını aldım pişman oldum alakası yok o kitapla çok kötü inanın zorla bitirmeye çalışıyorum konu o kadar dağınıkki bu kitabı şöyle anlatayım bahçelerde saksağan
21635,1.0,Fiyat olarak en uygun burda bulduğum için tercih ettim. Pişman olmadım 2 günde elime ulaştı ürün 10 numara satıcı çok hızlı
21636,1.0,elinize saglik oglum bayıldı ozellikle kuklalara
21637,1.0,hepsi expresse sonsuz teşekkürler... ürün zamanında geldi. Müşteri hizmetleri çok hızlı
21638,1.0,her serisi gibi güzel
21639,1.0,Slm arkadaşlar gitarı alalı 1 sene oldu.Tellerde ve kabininde hiç bir yıpranma olmadı çok kullanışlı herkese tavsiye ederim.Sadece akor yapmayı tam öğrenemedim ama onuda yavaş yavaş öğreniyorum.
21640,1.0,Yazarı ve hepsi burada yı tebrik ediyorum. Kitap gerçekten harika sade temiz bir dil herkese tavsiye ediyorum kitaplığınız da olması gereken bir eser.
21641,1.0,ASLINDA BİRAZDA KENDİMİZ İÇİN ALDIK . ÇOK SEVDİK.
21642,1.0,Dünya şairimiz mükemmel
21643,1.0,Ürün gayet 2 parçası hariç kurulu geliyor.Çok hızlı kargo teşekkürler
21644,1.0,Üründen çok memnun kaldım . Drone üzerindeki materyaller baya bi sağlam çıktı . Tek sorunumuz uçuş esnasında sabitleyemedik o da bizim sorunumuz &#128513
21645,1.0,fiyat performans çok uygun.kaliteli ürün.çocukları ve ebeveynleri tabletten kurtarır.
21646,1.0,17 aylık yeğenimin en sevdiği kitabı. 
21647,0.0,Ürünü bir ben beğenmedim heralde 
21648,1.0,Çok kitap okuyan biri olarak şimdiye kadar okuduğum pek çok romandan farklı olan konusuyla ve çok şaşırtıcı son sayfalarıyla kitaplığımın başköşesine koyduğumu söyleyebilirim. Zülfü Livaneli'nin kalemine
21649,1.0,Kitap yeni elime geçti. Henüz okumadım ama bir klasik sonuçta...Ürün diğer siparişlerimle birlikte kutu içerisinde geldi. Ayrıca sarılmamış vs. idi ama kutu içinde hasarsız bir şekilde geldi. Piyasaya göre fiyatı da gayet uygundu. Hepsiburada satıcısından aldım. Teşekkürler...
21650,1.0,ALDIM BEGENDIM ACIKCASI TAFSIYE EDERIM ALACAK OLANLARADEMEYE DEGER BI GITAR SUANDA UC AY OLDU ALALI TALIPLERI DE COK ACIKCASI BULUNMAZ BI ALET BU YA
21651,0.0,Kitap berbat bir şekilde basılmıştır zaten fotoğraf lardada görülmek üzere okunulmaz bir şekildedir.
21652,1.0,Çok teşekkürler
21653,1.0,Üründen kaç tane tel çıkıyor. Eğer set halinde ve 6 tane ise evete bir tane tel çıkıyor ise hayıra basın. Almak istiyorum bu yüzden ürün hakkında Bilgi sahibi olmak istiyorum. Teşekkürler
21654,1.0,genel hatları itibari ile gayet başarılı yeni modeli de olsa daha güzel olurdu
21655,1.0,kitap kendisi oldukça ince fakat hayata bakış açımı daha da anlamlandırdığı için beni Rabbime adeta koşarak yaklaştırdığı için kitabın yazarına teşşekkür ederim.
21656,1.0,Hızlı teslimat
21657,1.0,Okuduktan sonra sizde büyük izler bırakacak
21658,1.0,tam bır efasane asker sun tzu. Satranç oyuncusu gıbı adammış özellıkle her askerın okuması gereken bır kıtap bence
21659,1.0,Oyun kaliteli
21660,1.0,Çok sürükleyici bir roman. İlk sayfasından sonuna kadar sizi kendisine kitliyor. Ken Grimwoodun tarzına çok benzettim. Grimwoodun da kitaplarını büyük zevkle okumuştum.
21661,1.0,Gayet basarılı. memnuniyetle okuyorum. İyi geliyor bu kitap zihinlere ruhlara..
21662,1.0,hızlı kargo için teşekkürler... piyasa fiyatlarına göre çok uygun ve ücretsiz kargo
21663,1.0,İçinden çıkan köpük parçalanan köpüklerden değil daha sağlam. Bu köpüğe siyah fon koyup üzerine pul işliyorsunuz. Renkli noktalarla pulların yerleri belirtilmiş. Çok sivri olmayan minik iğnelerle takılıyor pullar. O nedenle çocuğunuz pulu yerleştirirken sizin de iğnelerini takmanız gerekebilir. Renkli pullar çocukların ilgisini çekiyor.
21664,1.0,harika bir kitap herkese tavsiye ediyorum 
21665,1.0,serenad nerede bu nerede dedim. basit geldi başta.etkilemedi.düşündürmedi.çerez gibi kitap bu dedim.kafamda canlandırdığım olay örgüsü ve ahh romanın sonlarına doğru her şey beynimde depremi yaşattı okudukça sarstı beni.sonu okuduktan sonra da üç gün kafamda ölçüp tarttım romanı.tek kelimeyle harika. usta yazar
21666,1.0,Farklı kurgusu sizi içine çekecek
21667,1.0,yazarın 2 kitabının da anne babalar ve adayları için okunması şart. İki kitabı da 1 hafta içerisinde bitirdim. Elinizin altında bulunması gereken bir kitap ve sorunsuz kargo ve sipariş için teşekkürler hb
21668,1.0,Konusu ilginç bir kitap. Ben okurken sıkılmadım. Tavsiye ederim.
21669,1.0,6 yaşındaki Çocuğum için aldım. Tşkler hb
21670,1.0,Tavsiye ederim. Çocuğum heyecanla ilk sayfadan itibaren başladı
21671,1.0,Ürün çok kıs sürede geldi. Teşekkürler.
21672,1.0,Mükemmel bir makina çok güçlü bir motora sahip tavsiye ediyorum &#127801
21673,1.0,Daha önce farklı yaş gruplarını da almıştık. Dikkat geliştirme için faydalı bir set
21674,0.0,Ne yazık ki önceden mail atıp özellikle kitabın deforme olmadan düzgün bir şekilde gönderilmesini talep ettim. Gelen mesajda iyi paketlenip düzgün ürün gönderildiği şeklindeydi. Ancak o da ne kitap kendinden en az 5-6 kat daha büyük hacimli bir kutunun içine öylece konulmuş. Kutu geldiğinde üst tarafları yırtılmıştı. Kitapta köşelerinden deforme olmuş tabi ki.: Biraz daha dikkat ve özen gösterilmeli diye düşünüyorum. 
21675,1.0,ürün fiyat performans açısından son derece yeterli. hatta satıcı elinde ürün olmamasından dolayı bir üst modeli ctk-3500 gönderdi herhangi ücret farkı almadan teşekkür ederim.
21676,1.0,Tavsiye üzerine aldım. Paketleme kargo iyiydi
21677,1.0,Kaliteli ürün
21678,1.0,Süper hızlı kargo
21679,1.0,aynı gün içinde defalarca kullandığımız ifadeler nereden çıkmış ortaya bilmek gerekir..
21680,1.0,Ek sınava bu kitapla çalıştım. Videolarındaki kaliteyi kitaplarında da göstermişler. Bu kitaba puanım 10 üzerinden 10.Kitapta tüm zorunlu dersler var. Çözüm videloarınız karekodlarla izledim. Hocalar çözüm videolarını konu anlatır gibi yapmışlar. Tek kelimeyle harika.
21681,1.0,Severek boyuyoruz. Teşekkürler
21682,1.0,kitaplar gercekten gorsel acidan cok guzel
21683,1.0,asya kitabevi satıcısını tebrik ediyorum güvenerek alışveriş yapabilirsiz özenle hazırlamış ve 1 günde teslim edildi teşekkürler hepsiburada
